age,workclass,education,sex,hours_per_week,native_country,income
17,Private,10th,Female,21,United-States,<=50K
24,Private,HS-grad,Male,40,United-States,<=50K
24,Private,HS-grad,Male,50,United-States,<=50K
27,Private,Bachelors,Female,20,United-States,<=50K
39,Private,HS-grad,Male,60,United-States,<=50K
30,Private,HS-grad,Male,45,United-States,<=50K
50,Self-emp-not-inc,HS-grad,Male,32,United-States,<=50K
52,Self-emp-inc,Bachelors,Male,55,United-States,<=50K
23,Private,Bachelors,Female,20,United-States,<=50K
45,Private,11th,Female,20,United-States,<=50K
65,Private,9th,Female,24,United-States,<=50K
29,Private,Assoc-voc,Male,55,United-States,<=50K
47,Private,9th,Male,40,El-Salvador,<=50K
30,Private,HS-grad,Male,60,United-States,<=50K
34,Private,HS-grad,Male,45,United-States,>50K
38,Self-emp-not-inc,HS-grad,Male,64,United-States,<=50K
33,Private,Some-college,Male,40,United-States,>50K
49,Private,Bachelors,Male,26,United-States,>50K
47,Self-emp-not-inc,Some-college,Female,40,United-States,<=50K
49,Local-gov,10th,Female,40,United-States,<=50K
30,Private,Bachelors,Female,40,United-States,>50K
58,Self-emp-not-inc,HS-grad,Male,60,United-States,<=50K
19,Private,HS-grad,Female,14,United-States,<=50K
21,Private,Bachelors,Male,40,United-States,<=50K
47,Self-emp-inc,5th-6th,Male,50,Cuba,<=50K
52,Self-emp-not-inc,Doctorate,Male,60,United-States,>50K
26,Private,HS-grad,Male,55,United-States,<=50K
60,Private,HS-grad,Male,40,United-States,<=50K
21,Private,Some-college,Male,40,United-States,<=50K
31,Private,Some-college,Male,45,United-States,<=50K
50,Self-emp-inc,Doctorate,Male,40,United-States,>50K
31,Local-gov,HS-grad,Female,40,United-States,<=50K
71,Private,HS-grad,Male,15,United-States,<=50K
58,,HS-grad,Male,50,United-States,<=50K
30,State-gov,Bachelors,Male,40,United-States,>50K
20,Private,Some-college,Male,20,United-States,<=50K
35,Private,Doctorate,Male,40,Taiwan,>50K
38,State-gov,Some-college,Female,45,United-States,<=50K
27,Private,HS-grad,Female,32,United-States,<=50K
29,State-gov,Some-college,Female,40,Philippines,<=50K
34,Private,HS-grad,Male,45,United-States,<=50K
44,Private,7th-8th,Male,35,United-States,<=50K
43,Private,HS-grad,Male,40,United-States,>50K
44,Self-emp-not-inc,12th,Male,40,United-States,>50K
35,Private,Masters,Male,60,United-States,<=50K
27,Private,Some-college,Male,40,United-States,<=50K
43,Local-gov,Masters,Male,38,United-States,<=50K
20,Private,Some-college,Female,25,United-States,<=50K
42,Private,HS-grad,Male,40,United-States,>50K
48,Federal-gov,Some-college,Male,40,United-States,<=50K
17,,11th,Female,20,United-States,<=50K
17,Self-emp-not-inc,11th,Male,10,United-States,<=50K
33,Private,Bachelors,Male,40,United-States,>50K
50,Self-emp-inc,HS-grad,Male,50,United-States,>50K
17,Private,12th,Male,16,United-States,<=50K
32,Private,Some-college,Male,40,Mexico,<=50K
31,Private,HS-grad,Male,45,United-States,<=50K
58,Self-emp-not-inc,HS-grad,Male,50,United-States,<=50K
29,Local-gov,HS-grad,Male,48,United-States,<=50K
37,Private,Assoc-voc,Male,40,Portugal,>50K
34,Self-emp-not-inc,HS-grad,Male,40,United-States,>50K
23,Local-gov,Some-college,Male,40,United-States,<=50K
18,State-gov,11th,Female,,United-States,<=50K
34,Private,HS-grad,Female,40,United-States,<=50K
66,,7th-8th,Male,,United-States,<=50K
45,Local-gov,Bachelors,Female,55,United-States,<=50K
41,Private,Masters,Male,35,Dominican-Republic,<=50K
26,Private,HS-grad,Male,30,United-States,<=50K
54,Local-gov,Some-college,Male,40,United-States,<=50K
24,Private,Some-college,Female,45,United-States,<=50K
42,Private,Some-college,Male,50,United-States,<=50K
20,Private,Some-college,Male,20,United-States,<=50K
23,State-gov,Bachelors,Female,20,United-States,<=50K
25,,Assoc-acdm,Male,45,United-States,<=50K
35,Private,Masters,Male,60,United-States,>50K
30,Private,Bachelors,Female,40,Poland,<=50K
19,Private,HS-grad,Female,20,United-States,<=50K
36,Local-gov,Bachelors,Male,50,United-States,<=50K
21,Private,Some-college,Male,30,United-States,<=50K
31,Self-emp-not-inc,Some-college,Male,40,United-States,<=50K
44,Private,Bachelors,Female,50,United-States,>50K
40,Private,12th,Male,40,Jamaica,<=50K
45,Private,Some-college,Male,40,United-States,<=50K
60,Private,HS-grad,Male,35,United-States,<=50K
18,Private,11th,Male,25,United-States,<=50K
28,Private,Bachelors,Male,40,United-States,<=50K
36,Private,Some-college,Female,40,United-States,<=50K
36,Private,Bachelors,Male,40,,<=50K
36,Local-gov,Bachelors,Female,35,Honduras,<=50K
31,Private,HS-grad,Female,40,United-States,<=50K
33,Private,HS-grad,Male,40,United-States,<=50K
19,State-gov,HS-grad,Female,40,United-States,<=50K
22,Private,Some-college,Female,15,United-States,<=50K
34,Private,Bachelors,Male,45,United-States,>50K
33,Private,HS-grad,Male,40,United-States,<=50K
50,Local-gov,HS-grad,Male,42,United-States,>50K
43,Private,Bachelors,Male,40,,>50K
44,Private,HS-grad,Female,40,United-States,<=50K
20,Private,Some-college,Female,20,United-States,<=50K
31,Private,HS-grad,Male,40,Mexico,<=50K
23,Private,Some-college,Female,24,United-States,<=50K
55,Private,Some-college,Female,40,United-States,<=50K
25,Private,Assoc-voc,Female,15,United-States,<=50K
45,,Some-college,Female,40,United-States,<=50K
36,Private,Some-college,Female,36,United-States,<=50K
43,State-gov,Bachelors,Male,50,United-States,<=50K
42,Private,Bachelors,Male,40,United-States,>50K
19,Private,Some-college,Female,25,United-States,<=50K
55,Self-emp-not-inc,HS-grad,Male,72,United-States,<=50K
26,Private,Assoc-voc,Male,40,United-States,<=50K
17,Private,12th,Male,20,United-States,<=50K
42,Local-gov,Bachelors,Female,40,United-States,>50K
32,Private,Some-college,Female,40,United-States,<=50K
29,Private,11th,Male,40,Haiti,<=50K
46,State-gov,Bachelors,Male,37,United-States,<=50K
22,Private,Bachelors,Male,20,United-States,<=50K
58,Self-emp-not-inc,10th,Male,40,United-States,<=50K
23,Private,HS-grad,Male,50,United-States,<=50K
39,Private,HS-grad,Male,40,United-States,<=50K
27,Private,Assoc-voc,Male,38,United-States,<=50K
54,Private,HS-grad,Male,40,United-States,>50K
33,Local-gov,Bachelors,Female,45,United-States,<=50K
46,Federal-gov,HS-grad,Female,40,United-States,>50K
37,Private,HS-grad,Male,40,United-States,<=50K
36,Private,HS-grad,Female,18,United-States,<=50K
59,Local-gov,HS-grad,Female,38,United-States,>50K
34,Local-gov,HS-grad,Male,40,Portugal,<=50K
53,Self-emp-inc,Doctorate,Male,70,United-States,>50K
51,Private,Bachelors,Male,55,United-States,>50K
32,Private,10th,Female,42,United-States,<=50K
31,State-gov,Some-college,Male,40,United-States,<=50K
22,Private,Some-college,Female,30,Germany,<=50K
47,Self-emp-not-inc,Bachelors,Female,50,United-States,<=50K
32,Private,HS-grad,Male,40,United-States,<=50K
26,Private,Some-college,Female,38,United-States,<=50K
37,Private,5th-6th,Male,32,Guatemala,<=50K
31,Private,HS-grad,Male,55,United-States,<=50K
37,Private,Assoc-voc,Female,24,United-States,>50K
55,Private,HS-grad,Male,38,United-States,<=50K
23,Local-gov,Assoc-voc,Male,56,United-States,<=50K
36,Private,Some-college,Female,40,United-States,<=50K
34,Private,Masters,Male,40,,<=50K
43,Private,Bachelors,Male,50,United-States,>50K
54,Private,Some-college,Male,40,United-States,<=50K
43,State-gov,Some-college,Male,40,,<=50K
40,Private,Assoc-voc,Male,50,United-States,>50K
41,Self-emp-not-inc,Some-college,Male,60,United-States,<=50K
40,Private,Bachelors,Female,55,United-States,>50K
42,Private,Some-college,Female,38,United-States,<=50K
18,Private,12th,Male,30,United-States,<=50K
59,,HS-grad,Male,16,United-States,<=50K
48,Private,Assoc-voc,Male,50,United-States,>50K
41,Self-emp-inc,Bachelors,Male,40,United-States,<=50K
18,,Some-college,Male,33,United-States,<=50K
60,Private,HS-grad,Male,60,United-States,>50K
22,Private,Some-college,Male,20,United-States,<=50K
61,Private,HS-grad,Male,40,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
46,Private,Masters,Male,35,United-States,>50K
43,Private,Assoc-acdm,Male,40,United-States,<=50K
68,Self-emp-not-inc,11th,Male,20,United-States,<=50K
31,Private,HS-grad,Female,38,United-States,<=50K
17,Private,11th,Female,20,United-States,<=50K
50,,Masters,Male,40,United-States,<=50K
64,Private,Bachelors,Male,40,United-States,>50K
20,Private,HS-grad,Male,30,United-States,<=50K
30,Private,HS-grad,Female,36,United-States,<=50K
22,,Some-college,Male,40,United-States,<=50K
43,Private,Some-college,Male,45,United-States,<=50K
22,Private,Some-college,Male,40,United-States,<=50K
17,Private,10th,Male,20,United-States,<=50K
47,Self-emp-not-inc,HS-grad,Female,75,Italy,<=50K
41,Private,Assoc-voc,Female,60,United-States,<=50K
56,Private,Some-college,Male,50,United-States,>50K
64,Private,HS-grad,Male,45,United-States,<=50K
47,Private,HS-grad,Male,50,United-States,>50K
48,Private,Assoc-voc,Male,40,United-States,<=50K
31,Private,Masters,Female,46,United-States,<=50K
29,Private,Assoc-voc,Male,40,United-States,<=50K
30,Private,HS-grad,Female,40,United-States,<=50K
62,Private,HS-grad,Female,40,United-States,<=50K
39,Private,HS-grad,Female,24,United-States,<=50K
43,Private,Some-college,Male,25,United-States,<=50K
24,Self-emp-inc,Bachelors,Male,40,United-States,<=50K
42,,11th,Male,15,United-States,<=50K
26,Private,Some-college,Male,40,United-States,<=50K
73,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
72,,11th,Female,24,United-States,<=50K
55,Private,HS-grad,Male,40,United-States,<=50K
25,Private,HS-grad,Male,40,United-States,<=50K
41,Private,Bachelors,Female,50,United-States,>50K
24,Private,Bachelors,Male,50,United-States,<=50K
63,Private,HS-grad,Male,,United-States,<=50K
17,Private,11th,Male,20,United-States,<=50K
35,Private,Some-college,Male,50,United-States,<=50K
51,Private,Some-college,Male,40,United-States,>50K
62,Local-gov,Bachelors,Female,48,United-States,<=50K
43,Private,Some-college,Male,40,United-States,<=50K
40,Local-gov,HS-grad,Female,50,United-States,<=50K
37,Private,Bachelors,Male,45,United-States,>50K
39,Private,Bachelors,Male,40,United-States,<=50K
31,Private,HS-grad,Male,18,United-States,<=50K
61,Private,Masters,Female,40,United-States,>50K
26,Private,Assoc-voc,Female,55,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Male,50,United-States,<=50K
26,Private,Bachelors,Female,40,United-States,<=50K
48,State-gov,Doctorate,Male,50,United-States,>50K
34,Private,HS-grad,Male,40,United-States,<=50K
34,Local-gov,HS-grad,Female,40,United-States,<=50K
59,Private,HS-grad,Male,40,United-States,>50K
34,Private,Bachelors,Female,40,United-States,<=50K
49,Private,Bachelors,Female,56,United-States,>50K
18,Private,11th,Female,20,United-States,<=50K
43,Private,HS-grad,Male,40,Mexico,<=50K
48,Private,11th,Male,50,United-States,<=50K
28,Self-emp-inc,Some-college,Male,70,United-States,<=50K
33,Private,HS-grad,Male,40,United-States,<=50K
24,Private,Some-college,Female,15,United-States,<=50K
21,Private,10th,Male,40,United-States,<=50K
17,Private,11th,Male,28,United-States,<=50K
39,Private,Some-college,Male,50,United-States,>50K
29,Self-emp-not-inc,Bachelors,Male,40,United-States,<=50K
44,Private,Bachelors,Male,40,United-States,>50K
24,Private,Some-college,Male,50,United-States,<=50K
55,Private,5th-6th,Male,25,United-States,<=50K
41,Private,Bachelors,Male,60,United-States,>50K
23,Private,HS-grad,Female,,United-States,<=50K
38,Private,Assoc-voc,Female,40,United-States,<=50K
39,Private,HS-grad,Male,40,United-States,>50K
19,Private,HS-grad,Female,30,United-States,<=50K
49,Private,9th,Female,40,United-States,<=50K
32,Private,Bachelors,Male,40,Philippines,>50K
27,Private,HS-grad,Male,70,United-States,<=50K
38,Private,Bachelors,Male,50,United-States,>50K
33,Private,Some-college,Female,60,United-States,<=50K
63,,Some-college,Male,15,United-States,<=50K
23,Private,Bachelors,Male,28,United-States,<=50K
33,Self-emp-inc,Some-college,Male,60,,<=50K
54,Self-emp-not-inc,HS-grad,Male,40,United-States,<=50K
48,,Some-college,Female,30,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Male,40,United-States,<=50K
28,Private,Assoc-voc,Female,40,India,<=50K
42,Self-emp-not-inc,Prof-school,Male,65,United-States,>50K
40,Private,Masters,Male,40,United-States,<=50K
47,Private,Some-college,Male,55,United-States,<=50K
22,Private,Bachelors,Female,50,United-States,<=50K
30,Private,Bachelors,Male,45,United-States,>50K
28,Private,HS-grad,Male,40,United-States,<=50K
63,Local-gov,7th-8th,Male,55,United-States,<=50K
51,Self-emp-not-inc,9th,Male,20,United-States,<=50K
22,Private,HS-grad,Female,40,United-States,<=50K
27,,Assoc-acdm,Male,40,United-States,<=50K
35,Private,HS-grad,Male,45,United-States,<=50K
46,Private,HS-grad,Female,38,United-States,<=50K
37,Private,Some-college,Male,52,United-States,<=50K
24,Private,Bachelors,Male,15,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Male,10,United-States,<=50K
53,Private,Some-college,Male,40,United-States,<=50K
27,Private,HS-grad,Male,30,United-States,<=50K
38,Private,Some-college,Male,44,United-States,<=50K
53,Self-emp-not-inc,10th,Male,60,United-States,<=50K
34,Private,Some-college,Male,40,United-States,<=50K
23,Private,HS-grad,Male,40,United-States,<=50K
43,Private,Masters,Female,50,South,<=50K
67,Self-emp-inc,HS-grad,Male,40,United-States,>50K
81,Self-emp-not-inc,HS-grad,Male,30,United-States,<=50K
21,Private,Some-college,Male,20,United-States,<=50K
23,Private,Some-college,Male,25,United-States,<=50K
25,Private,Some-college,Male,40,United-States,<=50K
42,Private,5th-6th,Female,38,Mexico,<=50K
38,Private,Some-college,Female,40,United-States,<=50K
64,,HS-grad,Male,,United-States,<=50K
32,Private,HS-grad,Male,40,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,<=50K
51,Private,Masters,Male,60,United-States,>50K
22,Private,Some-college,Female,42,United-States,<=50K
33,Private,1st-4th,Female,40,Guatemala,<=50K
42,Private,HS-grad,Male,55,United-States,<=50K
19,,Some-college,Female,10,United-States,<=50K
51,Local-gov,Preschool,Male,40,United-States,<=50K
23,Private,HS-grad,Female,40,Mexico,<=50K
37,Private,HS-grad,Male,99,United-States,>50K
47,Private,Masters,Female,25,United-States,<=50K
33,Private,HS-grad,Male,30,United-States,<=50K
31,Private,Bachelors,Male,40,United-States,>50K
31,Private,Assoc-acdm,Female,40,United-States,<=50K
35,Private,HS-grad,Male,40,United-States,<=50K
38,Self-emp-inc,HS-grad,Male,40,United-States,>50K
18,Private,HS-grad,Female,45,United-States,<=50K
20,Private,HS-grad,Male,40,United-States,<=50K
54,Local-gov,Some-college,Female,35,United-States,<=50K
40,Private,Some-college,Female,40,United-States,<=50K
43,Private,Some-college,Male,35,United-States,<=50K
44,Self-emp-not-inc,Some-college,Male,40,United-States,<=50K
44,State-gov,HS-grad,Female,40,United-States,>50K
43,Private,Masters,Male,43,United-States,>50K
51,Private,7th-8th,Female,40,United-States,<=50K
18,Private,HS-grad,Female,20,United-States,<=50K
51,Private,Some-college,Male,40,United-States,<=50K
41,Private,10th,Male,30,,<=50K
44,Self-emp-inc,Some-college,Male,70,United-States,>50K
33,Local-gov,10th,Male,40,United-States,<=50K
33,Self-emp-not-inc,Bachelors,Male,40,United-States,>50K
42,Private,Assoc-acdm,Male,40,United-States,>50K
25,Private,Some-college,Male,45,United-States,<=50K
32,Private,HS-grad,Female,38,United-States,<=50K
32,Private,Bachelors,Male,70,Mexico,<=50K
36,Private,10th,Female,40,United-States,<=50K
28,Private,HS-grad,Male,40,United-States,<=50K
20,Private,HS-grad,Female,20,United-States,<=50K
35,Self-emp-inc,Some-college,Male,60,United-States,>50K
55,Self-emp-not-inc,HS-grad,Male,20,United-States,<=50K
48,Private,Bachelors,Male,40,India,>50K
36,,Assoc-voc,Female,20,United-States,<=50K
34,Private,HS-grad,Male,35,United-States,>50K
28,Private,Bachelors,Female,35,United-States,<=50K
37,Private,HS-grad,Male,40,United-States,<=50K
44,Private,HS-grad,Male,70,United-States,<=50K
25,Private,Some-college,Female,40,United-States,<=50K
40,State-gov,Masters,Male,35,United-States,>50K
34,Private,HS-grad,Male,40,United-States,<=50K
49,Private,HS-grad,Female,44,United-States,<=50K
22,Private,Assoc-acdm,Female,40,United-States,<=50K
23,,HS-grad,Female,40,United-States,<=50K
60,Self-emp-not-inc,HS-grad,Male,42,United-States,<=50K
45,Local-gov,HS-grad,Male,40,United-States,>50K
63,Private,Assoc-voc,Female,20,United-States,<=50K
41,Private,HS-grad,Female,35,United-States,<=50K
47,Private,HS-grad,Female,40,United-States,<=50K
44,Private,HS-grad,Male,40,United-States,<=50K
41,Private,Assoc-voc,Male,40,United-States,<=50K
50,Self-emp-not-inc,HS-grad,Male,30,United-States,<=50K
47,Private,HS-grad,Male,50,United-States,>50K
35,Private,HS-grad,Male,45,United-States,<=50K
56,Private,HS-grad,Male,55,United-States,>50K
45,Private,Masters,Male,45,United-States,<=50K
48,Federal-gov,Bachelors,Male,58,United-States,>50K
20,Private,Some-college,Male,40,United-States,<=50K
38,State-gov,HS-grad,Female,40,United-States,>50K
23,Local-gov,Bachelors,Female,60,United-States,<=50K
31,Private,HS-grad,Male,16,United-States,<=50K
58,Private,Bachelors,Male,40,United-States,<=50K
66,Private,HS-grad,Male,40,United-States,<=50K
39,Self-emp-inc,HS-grad,Male,40,United-States,>50K
26,Private,Some-college,Male,50,Germany,<=50K
51,Private,HS-grad,Female,40,United-States,<=50K
34,Private,Assoc-voc,Male,40,United-States,<=50K
42,Private,Some-college,Male,44,United-States,>50K
38,Private,Masters,Male,25,United-States,<=50K
48,Private,7th-8th,Male,40,United-States,<=50K
33,Private,Assoc-voc,Female,40,United-States,>50K
51,Private,HS-grad,Female,32,United-States,<=50K
22,Private,HS-grad,Male,40,United-States,<=50K
19,,HS-grad,Male,30,United-States,<=50K
